wikibase_lexeme	wikibase_statement	lila_id	wikidata_lexeme
L102033	L102033-29315D73-28FC-4B9D-84D8-6598627FE096	lemma/126120	L285512
L102034	L102034-3DF67BAC-8F29-499F-B6F1-BE909E505DFC	hypolemma/42211	L285513
L102035	L102035-3FEE6D99-1F03-4991-A7B0-CE9FB6E9D86B	lemma/126124	L285496
L102038	L102038-EED0E42A-1D08-4949-8A3A-108989311B66	lemma/126125	L1067749
L102039	L102039-DCD24014-4883-485E-8290-F7352676CCCF	lemma/126126	L285497
L102040	L102040-91F76874-5E8E-44D3-AAEA-53992ED99400	lemma/126128	L285498
L102041	L102041-94092AFB-D0EC-4F69-B083-FFA59E2579B3	lemma/126137	L285499
L102042	L102042-15DAD907-008A-4DB0-9771-1EA10813CC6B	lemma/126143	L1067765
L102043	L102043-2364DA71-35EE-498C-B42D-8F98D36ED177	lemma/126144	L1067766
L102044	L102044-30F4389E-2EA9-434A-B981-C93F9C2ADD2F	lemma/126145	L1067767
L102045	L102045-6B58EF26-C582-4631-AD57-FD438F310FB4	lemma/126146	L285502
L102046	L102046-EE902EA5-44E8-4477-A3BA-358985C92320	lemma/126148	L285504
L102047	L102047-4C879BAC-444D-4576-B7DE-257803400D48	lemma/126149	L285505
L102049	L102049-66B566A2-9EE4-4D8B-9D2F-ED9F7196F20E	hypolemma/109501	L285508
L102051	L102051-A2A04314-D329-4099-B4F9-0D46FFA7C05F	lemma/126162	L285521
L102052	L102052-437E502B-8531-4523-92AF-6328C6EF6FFA	lemma/126162	L285521
L102053	L102053-E1CA430E-B47E-4FFD-BDB2-70CB445548A5	lemma/126163	L285522
L102055	L102055-233454EF-409E-4EA3-BA58-F5A5F17242AF	lemma/126169	L1067783
L102058	L102058-EF82FEB8-3ED5-4AD3-9FD8-768FEAC1BDC2	lemma/126173	L285525
L102059	L102059-DFC89217-AB65-4220-8277-821BBE711408	lemma/126173	L285525
L102060	L102060-6288E4C9-6D55-4C4F-9C0A-5395ECCAF153	lemma/126175	L1067787
L102061	L102061-3C4A9721-9276-4617-B93A-E46126CEE0F7	lemma/126193	L1067797
L102062	L102062-62115E0C-E9C6-4031-B821-2BEB1C6543D3	lemma/126176	L285526
L102063	L102063-3584F54D-FBCA-4D8F-98DB-668C7740B31B	lemma/126177	L285527
L102064	L102064-5AB3C0AE-F403-4FD1-8DA8-FFD758A76F8F	lemma/126178	L285529
L102065	L102065-200A6C45-9242-4E7A-8B23-183C55F699CD	lemma/126180	L285530
L102068	L102068-69F59B86-E567-44C7-9374-C4D838578D84	lemma/126187	L285534
L102069	L102069-652E8CD9-8622-4FB2-8D80-34C9AE9375F7	lemma/126188	L285535
L102071	L102071-EFD47880-FFCE-4DB8-8066-DBC756937E1F	lemma/126193	L1067797
L102072	L102072-A66FAACA-7677-42E6-9677-48D33EFDC943	lemma/126196	L285539
L102073	L102073-134A9BAD-1FEB-424A-BAC4-4F1146AB14A2	lemma/126201	L285540
L102074	L102074-12012A95-1BF9-467E-B8B5-889F99B4EA58	lemma/126202	L285541
L102076	L102076-1A8D8E0A-0D21-4671-AD95-E067B2E8B1EB	lemma/126196	L285539
L102078	L102078-808B2704-B93C-4A03-A1A9-A084BB2E471E	lemma/126225	L285548
L102080	L102080-4804DE60-304B-47EB-8DA5-D42099D8226F	lemma/126238	L285554
L102081	L102081-E1F8A7B8-C446-4E70-A555-47991C26763F	lemma/126241	L285555
L102082	L102082-9816E90A-B45C-49F3-B72C-A91666CD9F0C	lemma/126242	L1067834
L102083	L102083-CCECAE74-7F62-42D6-AFE2-96794449699C	lemma/126241	L285555
L102085	L102085-AB5330C0-9F35-47F3-B7F4-C378DDC1CB1D	hypolemma/110826	L285559
L102086	L102086-7EECFBAA-6A6D-4293-AEB6-86EF0826E5A2	hypolemma/110826	L285559
L102087	L102087-C71355CB-E256-4029-92EE-7E4081E457F0	lemma/126250	L1067839
L102088	L102088-94853F07-9BCC-4ED4-81F3-4FBDCD9CD706	lemma/126251	L285560
L102089	L102089-47759EFD-1102-45EC-B2B4-1E3FA8BAFFC1	lemma/126252	L285561
L102090	L102090-A42E1F24-BF6F-41DF-8D10-33E64853E9E6	lemma/126254	L1067840
L102091	L102091-3D10F6E7-2C06-4669-B556-70E78DDF1DFA	lemma/126255	L285564
L102092	L102092-E2056D34-B1F6-40CA-84A8-D08058BA21A3	lemma/126259	L1067844
L102093	L102093-58C597F7-E8E5-4E5D-8E58-4300D1E466BA	lemma/126260	L1067845
L102095	L102095-6DD5AA93-C846-45BC-B096-839F47D48E89	lemma/127506	L285567
L102096	L102096-338738C4-B495-4E2F-9F3C-F3FD80CACFC3	lemma/126265	L285569
L102097	L102097-100600D2-5E28-4AE6-B27E-F422D8824A8D	lemma/126268	L285570
L102099	L102099-FC15CC34-5376-4A4E-B3CD-19D58856B55B	lemma/126289	L285576
L102100	L102100-4029E005-D0FC-42A5-B2AE-4C369D807240	lemma/126290	L285577
L102102	L102102-4BA01E59-8FAC-4D77-8E83-CBC07E9B65A7	lemma/126295	L1067877
L102103	L102103-B879A046-B5F7-474D-AE92-DAD665343AC5	lemma/126299	L285579
L102108	L102108-CB05DD31-872B-481D-BD9C-C2293FDB7843	lemma/126307	L285930
L102109	L102109-452C0144-D4DB-4FD1-B33D-2728A147173E	lemma/126305	L285582
L102112	L102112-FB5823AD-06E3-45B4-9172-16C70D1B4922	lemma/126310	L285583
L102114	L102114-05E00AE3-9050-4119-A4A1-A006C3C66CDD	lemma/126315	L285585
L102116	L102116-73ACF147-D883-4C95-8941-3A484E485D43	lemma/126320	L285587
L102117	L102117-2929C301-C852-4DC6-85B4-CD0DE6977D30	lemma/126327	L285588
L102118	L102118-7C30073B-9E9C-41B9-8003-AD06B6841961	lemma/126328	L285589
L102119	L102119-DC7D1737-12CD-43DD-B2C5-7A6E1CFBDEC5	lemma/126330	L1067902
L102120	L102120-5D9DB8E9-6657-4933-BD78-20C1CF048DE4	lemma/126343	L285594
L102121	L102121-F3C9E2A2-7E17-496E-816D-5C17F769A2B7	lemma/126344	L1067911
L102122	L102122-11C93F6F-8E73-47BD-BF18-1A5501468AB6	lemma/126345	L1067912
L102123	L102123-52B5501D-8C4A-4722-8116-6D1998BB8F04	lemma/126348	L285596
L102125	L102125-4D675821-D2CC-4E25-8F77-1BA25B0A0129	lemma/126353	L285597
L102126	L102126-52F13D45-50FB-427B-87CB-54F6A5513224	lemma/126355	L1067921
L102127	L102127-B3B74BE2-588A-4836-B06E-130C3A0EF3E6	lemma/126356	L285599
L102128	L102128-5AAEFCB2-BD66-4FAF-912D-39F2A89D753E	lemma/126361	L1067926
L102131	L102131-32D2CC93-795C-488B-8866-AC061A03944C	lemma/126367	L1067932
L102132	L102132-51475B83-9371-4DC9-92FD-B4ADF643E94F	lemma/126368	L285604
L102133	L102133-1BB283B8-65C6-4761-ABE2-B07EE30FBD7F	lemma/126369	L285605
L102135	L102135-82CE0356-436F-4FD5-B29C-67F73598E5BD	lemma/126373	L1067935
L102137	L102137-DB4988FB-ED17-4552-A8A4-4CA3731ACC46	lemma/126379	L285610
L102138	L102138-9A98F610-EC83-45FE-9588-175BE8C3424C	lemma/126386	L285611
L102139	L102139-B0FFF621-30EB-4761-B04E-DABC0A49EA40	lemma/126387	L285612
L102140	L102140-5CD16534-701E-41E2-9593-799E3015772B	lemma/127357	L285613
L102141	L102141-B0C34D9B-A29C-41E4-9DB6-7EE8480A519D	lemma/126394	L285616
L102142	L102142-CDB25028-6AF7-4846-8E63-EC3B205F0711	lemma/126379	L285610
L102143	L102143-882D67AE-F9F4-479C-9DB4-112D96EA6E83	lemma/127324	L285620
L102145	L102145-BDDC57D2-C725-44AF-9BAE-4EA11A3C4569	lemma/126394	L285616
L102146	L102146-5F3F2F9B-E72C-4939-B8B3-07285CF16397	hypolemma/42647	L285621
L102147	L102147-EF088CC1-CB46-472D-81AB-82426C717358	lemma/126404	L285622
L102148	L102148-73A7E0E9-C839-4D8D-BE79-A60B906E67C8	lemma/126404	L285622
L102149	L102149-49716DE3-96C0-453E-86FC-E56A475E32A4	lemma/126405	L285623
L102151	L102151-4718CC48-10E5-4CFA-BF1D-2B91423F2A0D	lemma/126406	L285624
L102152	L102152-A9135EDE-A299-4A59-AA83-8C3B21339147	lemma/126406	L285624
L102153	L102153-38A6EB5F-A88E-43A7-B15C-ACAD0EEFC6A7	lemma/126399	L285625
L102154	L102154-01736F67-185A-41B4-8C80-2C4587B4851D	lemma/126409	L285627
L102155	L102155-8ECA7866-93F6-4E6E-83A3-FA24C2A626DF	lemma/126410	L1067960
L102158	L102158-B188D524-9F5B-4C7A-91B1-1125CE0EEFD8	lemma/126431	L285635
L102159	L102159-68B3B13C-13FF-4269-8A92-73B35B1BBCBA	lemma/126437	L285636
L102161	L102161-68DB7C5F-C436-4BAA-A957-D01C5447BDC0	lemma/126447	L285638
L102162	L102162-75C22431-354C-4969-8C3D-D978D1840D05	lemma/126452	L1067996
L102163	L102163-9EEB1B45-F744-49E2-8F7F-DABEB45588E0	lemma/126455	L285639
L102165	L102165-7D6F8FE4-B37F-4C5A-9531-BFB50CA2D09C	lemma/126455	L285639
L102169	L102169-BCA1015C-CAFE-4FF2-BAE9-22C74108E5B2	lemma/126461	L1068010
L102171	L102171-A29EBB33-972F-45B4-B33E-7B372576D502	lemma/126466	L285643
L102172	L102172-E53295E2-3E4D-49FB-AA2B-03D2043E9846	lemma/126466	L285643
L102173	L102173-ED7731D9-3016-4595-8103-E4063A8B0A7B	lemma/126468	L1068016
L102174	L102174-F28149ED-1913-4516-8B5C-7A7696824C42	lemma/126471	L285645
L102175	L102175-ACFF5460-97CE-4751-A990-8377EE19A8CF	lemma/126474	L285646
L102177	L102177-F2806DD4-56A7-45CF-9083-200CD91008B3	lemma/126478	L285647
L102178	L102178-670EE24B-F41B-4D87-B411-4796A68EAB34	lemma/126489	L285648
L102179	L102179-7BCC7A88-138E-4F3B-83B6-312DB7C760AB	lemma/126490	L285649
L102180	L102180-10646E96-5E4C-45FC-B397-003282B17312	lemma/126499	L1068035
L102182	L102182-39870440-581B-437E-9D52-6EDB722DADDB	lemma/126500	L285651
L102183	L102183-C8F9097C-3FDC-42C9-AF2E-C1ABBABF9D04	lemma/126502	L285653
L102184	L102184-A64AB4F3-3926-492E-910C-AD929E82EBEE	lemma/126503	L285654
L102185	L102185-B8633C65-0DA0-4416-BB1B-7959BF79C28F	lemma/126504	L1068037
L102186	L102186-B3766E04-DD9E-4285-9308-A6536EC470F9	lemma/126504	L1068037
L102188	L102188-A84DCA84-2DE4-4F58-8FBB-58BDF93C25AE	lemma/126479	L285655
L102189	L102189-9F6850C0-DBC4-41A3-8DB8-7F1BA466C355	lemma/126480	L285656
L102191	L102191-3CCF515F-6991-4F74-A230-EF50E8F2E5EF	lemma/126492	L285657
L102192	L102192-588CBAD4-EEA8-4B84-AF25-9D3E37A0B61B	lemma/126482	L285658
L102193	L102193-664BAE84-E7F0-443B-A7C1-9EB47EF64721	lemma/126485	L285659
L102194	L102194-768EAB4A-56B6-4187-8514-FB565CFF01BC	lemma/127332	L285661
L102195	L102195-947263BC-E1A1-478C-8123-84CDF8B2EFE4	lemma/127334	L1068703
L102196	L102196-FFD658D8-99E3-4EBE-80D2-8DD4A97C9DA2	lemma/126484	L285663
L102197	L102197-0964D803-D7C5-4EE3-BDAF-CE53F5D05725	lemma/126482	L285658
L102198	L102198-82A3FBAE-E61B-49FA-AA67-C86451DB6E25	lemma/137941	L285664
L102199	L102199-2BA90001-CE61-4C01-BC69-CF4812EFE00D	lemma/126496	L285665
L102200	L102200-3910668D-E155-4B95-8785-9AAD76D6C0E1	lemma/126498	L285666
L102201	L102201-670339A0-D216-44BA-8A48-7C9BC65A2804	lemma/126484	L285663
L102202	L102202-4ABF455D-6E85-4C42-BC9E-029A079B6944	lemma/126507	L285668
L102203	L102203-CC16CD90-A1AD-45F8-8A17-911A714F2751	lemma/126508	L285669
L102204	L102204-6E16B6E2-9097-4135-8F21-B32D7A6CDCB0	lemma/127103	L285944
L102207	L102207-08CED74A-C1C0-4EC2-A844-6CECFFDA899E	lemma/126022	L1067652
L102208	L102208-594D810C-BE08-433F-9990-1872E7F6B8BA	lemma/126507	L285668
L102209	L102209-5694447F-C019-48B0-A0BB-C6B8A5F227D6	lemma/126518	L285671
L102210	L102210-8C5D1B34-C2B4-45A5-895C-4F3BDEF7311F	lemma/126519	L285672
L102212	L102212-9DDE0FB2-096E-4F8A-BAC2-0FB6DDC5462E	lemma/126516	L285673
L102213	L102213-D061F5FF-9621-4EB2-BC8C-431258656337	lemma/126522	L285674
L102218	L102218-1ABE1EB9-BAE8-43EB-8F2B-F0FA5D905846	lemma/126525	L285677
L102220	L102220-09BA5DDA-4048-45B6-8C27-E1D9A8F59A4A	lemma/126530	L285679
L102221	L102221-80886173-3AC1-4930-9C91-057581CA8F59	lemma/126533	L285681
L102223	L102223-12140407-ED53-477F-9A24-431D03AEC358	lemma/126530	L285679
L102225	L102225-5AE23AB9-80BA-4425-8367-70CCC28F721A	lemma/126537	L285684
L102226	L102226-AA02DF37-EAEC-4C1D-B713-CC36F0D78B8C	lemma/126539	L285685
L102227	L102227-882C0DE2-D385-423A-8006-5B509A86E86B	lemma/126542	L285687
L102230	L102230-C236F26A-D38E-46B9-8445-F6F1AF63D3A4	lemma/126548	L285688
L102231	L102231-0267A695-3494-4EEB-AD2D-D61D29F2EDA7	lemma/126550	L285689
L102232	L102232-9D524CA1-F7D4-48A0-AD1F-20D6993B4523	lemma/126766	L1068235
L102233	L102233-9D64BB4C-2CE0-47C9-9EF5-51700E9ECD64	lemma/126556	L285692
L102235	L102235-ED61AD5F-4FE9-454E-8FA1-64CC64C61F83	lemma/127487	L285691
L102236	L102236-F8E33F52-9A65-450B-9ECD-CDB1BCC788C0	lemma/126556	L285692
L102238	L102238-8E0DBD5F-579E-498E-8AFF-A6F0EA80CB2B	lemma/123055	L1065553
L102240	L102240-756B9FC2-B9D5-4B5D-8747-F866E37DF068	lemma/126564	L1068082
L102241	L102241-2215E4F4-91E1-4D1C-8EFC-C15583FA821E	lemma/126766	L1068235
L102242	L102242-30DCC958-AC08-4F3E-B5DF-AB54FE2E80FD	lemma/126572	L285697
L102243	L102243-E67487F6-4496-4C34-A386-BA90527390DF	lemma/126574	L1068092
L102244	L102244-CA96866D-B070-4F09-BB52-ECA6B4BD60DD	lemma/126577	L285698
L102245	L102245-574C21B4-DE40-44D1-B9A3-D271D2D2A131	lemma/126579	L285700
L102246	L102246-FEB8E9B6-DEB0-4F3E-AD41-E2ECE0910D45	lemma/126580	L285701
L102247	L102247-E68E8FD4-5572-4427-8CFD-A828437CB253	lemma/126581	L285702
L102248	L102248-3970D88C-8280-499B-A6D5-ADFA920E13CE	lemma/126585	L285704
L102249	L102249-A01A615D-5B74-4D9B-9789-1B5529495234	lemma/142111	L285706
L102250	L102250-5D86DC67-8F8C-4F4C-B929-23847AC698E1	lemma/126588	L285707
L102251	L102251-B1C6D3CD-B474-4F87-A66F-E18B55D4AB89	hypolemma/42891	L285708
L102254	L102254-E4EFD320-56F0-40BF-9E81-35A4585E9CEE	lemma/126601	L285716
L102256	L102256-50F63CD1-D2F2-4858-BD12-6E944797F7CD	lemma/126595	L285712
L102257	L102257-2A3A6685-458D-4BD9-8D63-234BC5184334	lemma/126601	L285716
L102258	L102258-8735A00F-635C-4A81-A809-C7CC052961E6	lemma/126602	L285717
L102259	L102259-3780F30F-DC22-454B-B47D-D6149725383A	lemma/126603	L285718
L102260	L102260-E0B9AC5E-7CAD-4220-8BEC-CDDE7F31ECF6	lemma/126606	L285720
L102261	L102261-B853E79D-1C84-4824-BBD5-501C5956A438	lemma/126602	L285717
L102263	L102263-3E3924A5-BFF8-42F3-83CE-25EC192BBE37	lemma/126611	L285721
L102264	L102264-C9BEBEC3-F5B3-46A1-B966-4E848B1C03D2	lemma/126612	L1068116
L102265	L102265-DC6E2FAA-04AC-4ECB-A5E9-C16F9EE75D27	lemma/126615	L285723
L102267	L102267-75F270A2-E71D-4B19-BF8E-32E848C20174	lemma/126619	L285726
L102268	L102268-A0FE8E60-E5B1-419C-AFBE-61ECA341B6C0	lemma/126620	L285727
L102269	L102269-A41DC6F7-C58A-4F3C-AB75-7A90B4C5C1B9	lemma/126620	L285727
L102272	L102272-78392337-61A2-4BBB-B9F5-C2B21BE5887F	lemma/126623	L285728
L102273	L102273-1CAACB36-A5BD-4672-B627-57E7FF5BC5C3	lemma/126624	L285729
L102274	L102274-5000D085-2E23-4957-B766-76114E7CB40D	lemma/126625	L285730
L102275	L102275-D61730FD-70D7-4FE5-82AE-3C35DBFD7BB0	lemma/126629	L285731
L102276	L102276-D6E75CA7-484B-449F-AF8C-2A013A7C5109	lemma/126630	L285732
L102278	L102278-C8CF5736-6942-4BF5-B060-27273E2F18F2	lemma/126636	L285735
L102279	L102279-AD5567B7-CBC6-4870-B81D-4DF1D81E8D90	lemma/126636	L285735
L102280	L102280-F9100CC1-71CA-4DE0-94F4-F96816B0C10F	lemma/126646	L1068135
L102281	L102281-2D8A363A-F98F-49E6-8B41-725EABF49D5E	lemma/126638	L285736
L102282	L102282-AB56C27A-4D03-4A21-9BF6-CF84A55BB793	lemma/126639	L285737
L102283	L102283-EE46FD73-65DF-4A9F-965F-75F8C3A40FBA	lemma/126640	L285738
L102284	L102284-49DF9D4E-DCD4-4433-869E-2ADDE9AA95DA	lemma/126640	L285738
L102287	L102287-158E8ECB-BC1D-44B9-96DC-E24A6B8071C0	lemma/126100	L285741
L102288	L102288-9E6D37D2-64D8-475D-B1DF-0BC212E214C7	lemma/126650	L1068139
L102289	L102289-F50BCFAE-4E3E-4ACD-A9DE-C681ED51AAE4	lemma/126653	L285743
L102290	L102290-C31A5B75-827C-4494-85D5-2D18818481C8	lemma/126653	L285743
L102291	L102291-F83D54A0-94C9-40A9-96BC-5CED9C7A7AA7	lemma/127490	L1068831
L102293	L102293-08C19AC2-7E74-4879-A5A8-63860DE6D965	lemma/126101	L285747
L102294	L102294-F87B9161-B9A9-4F22-8F8A-9EC7B2429F85	lemma/126658	L285748
L102296	L102296-8623A7BB-3EFA-4E52-9155-5A4688AE336E	lemma/126655	L1068142
L102298	L102298-CFFBC78C-FACB-4C13-8009-3F6F26106D11	lemma/126665	L285750
L102301	L102301-53C0F40B-F3DC-42DE-BAEC-AE9A3D720D55	lemma/126668	L285751
L102302	L102302-063A01ED-1D7D-40BE-AAB3-8A628AECC64B	lemma/126676	L285752
L102303	L102303-C34A597D-942A-4516-B47D-0CA11ADFC988	lemma/126678	L285753
L102305	L102305-5ED3A88F-42A7-4F88-B019-F3D4E2F8F99B	lemma/126679	L1068162
L102307	L102307-CC326468-DCDC-4D61-8653-A1B5F6158D2A	lemma/126683	L1068165
L102308	L102308-97610D4C-197F-4E91-8B4F-91CB8C3E183C	lemma/126684	L1068166
L102311	L102311-D4FF3B06-E9E1-464B-9EF6-F1AB680B606B	lemma/126689	L29204
L102312	L102312-32448A54-F21E-4C42-AD88-99006E520F49	lemma/126706	L285766
L102313	L102313-74B6F6F3-162A-4FEA-98AD-96DCE91938BF	lemma/126696	L1068176
L102314	L102314-51249088-94DC-4A8E-9A80-C7B29BB3085E	lemma/126698	L285768
L102315	L102315-6789081B-661F-44DC-B537-603CCED5DD00	lemma/126699	L1068177
L102316	L102316-6F8AE9BB-FE44-4093-B6DF-EF9B55414D85	hypolemma/43045	L285769
L102324	L102324-6A59A5F0-E6D1-47CB-AF32-9E0758A82F2C	lemma/126223	L1067823
L102328	L102328-153A4E3C-4E23-47CE-A43D-885DAA3672D6	lemma/142112	L285779
L102332	L102332-E75AA65F-B0C6-4CFD-B550-04A8BBC1BB7E	lemma/126705	L1068181
L102336	L102336-7B174ADE-13BA-4014-8B1A-2E3831BE3E99	lemma/126708	L1068182
L102337	L102337-A9F48422-2D34-4415-8BA0-33823489C970	lemma/126710	L285788
L102339	L102339-95B996B9-BF8B-4943-A25F-914871A303E7	lemma/126712	L285789
L102341	L102341-91B9E58B-FD9B-4392-A659-9D452A3BAB28	lemma/127492	L285790
L102343	L102343-7DFC9FF2-52FA-45E1-868A-D6772F96823D	lemma/126715	L1068187
L102344	L102344-BAC7883B-17E8-450D-BBA8-A839A432D4DD	lemma/126717	L285793
L102348	L102348-196DCFBB-C0D5-407D-865E-ADBA10F3EE70	lemma/126720	L285797
L102349	L102349-29CA34AC-9309-44D0-91F4-E494A539045D	lemma/131438	L285801
L102350	L102350-22815272-D429-4B5A-9378-2E94D8051379	lemma/126746	L285805
L102351	L102351-1E4D91E5-D08C-4318-A951-802DC28F39AF	hypolemma/43102	L285806
L102352	L102352-255B61E2-8F91-4E62-B2A4-73A569FEC798	lemma/126750	L285807
L102353	L102353-A72545C9-9276-4255-829C-7E1EE8AF4261	lemma/126753	L1068225
L102355	L102355-34513818-2D29-41A5-82FB-427F3A9A0F8C	lemma/126757	L285811
L102356	L102356-0FF96CA0-9E18-43D3-BE04-EC79BE8B5C01	lemma/126764	L285812
L102357	L102357-3A95C91B-EE44-4E25-9B75-D47503BD4AF9	lemma/126786	L285816
L102358	L102358-5D0304ED-1B85-48F0-9FDE-64C364F3FBFD	lemma/126808	L285818
L102359	L102359-79CAE07A-2647-4048-BE90-7143510E721B	lemma/126810	L1068276
L102360	L102360-CDD47607-2654-482D-BB6A-FE58162A7DE1	lemma/126810	L1068276
L102361	L102361-18D8CADB-E9CB-41C5-BDEF-5DCC723C1AC1	hypolemma/43167	L285819
L102362	L102362-5B0BF4A2-88ED-40CA-B819-043147F64B34	lemma/126815	L285820
L102363	L102363-23F64536-5383-46E8-9E17-41DB76539872	lemma/126816	L285822
L102364	L102364-B11726E3-AB7A-4FE5-BD96-5D671568D7A3	lemma/126815	L285820
L102366	L102366-7CD38D65-2483-4937-A274-AE1C1C9E0E8E	lemma/126823	L285823
L102367	L102367-71C992D4-31F2-43D0-B2C0-EDB59B35288C	lemma/126965	L285862
L102368	L102368-28CBCBCA-47A1-4CF4-8384-1A79152A799E	lemma/126823	L285823
L102370	L102370-7355A823-8A81-4E9D-A2AA-901EF7CA54AA	lemma/126829	L285824
L102373	L102373-3830D4FA-B88F-4961-9566-EF8B84822C28	lemma/126835	L285839
L102374	L102374-D5AA715E-1E60-4664-B8E3-85A8F2AB6D96	lemma/126836	L1068298
L102375	L102375-8ED4B805-2A98-4A7C-B949-4FBBC27F33A6	lemma/126835	L285839
L102376	L102376-0318F337-F4DB-4395-B00A-FBCD01AF6D26	lemma/126840	L285825
L102377	L102377-CADD1A90-2EE4-474F-83DE-EE92D673A44E	hypolemma/43216	L285826
L102378	L102378-B74D9680-3B6B-43FA-8B9B-4A96D1DECAC7	lemma/126842	L285828
L102380	L102380-B1A66885-72C5-4BE0-AD99-9AB9DA4FEDFE	lemma/126849	L285831
L102381	L102381-3D662CCA-B935-47DE-BF97-406545909381	lemma/126857	L1068316
L102382	L102382-2C2A7A7F-A08F-45D2-B43C-72BDE732E1F9	lemma/126861	L285832
L102383	L102383-482EE3C1-2C3E-4090-989A-571CFFD6BA69	lemma/126861	L285832
L102384	L102384-9F2EA2E3-1E4C-4BE1-A248-2CDCA28AE6F6	lemma/126863	L285835
L102386	L102386-7433FE74-8B77-42EB-A4AD-1BE412A92830	lemma/126863	L285835
L102388	L102388-39318FC1-7253-4487-A275-F43A3D808083	lemma/126877	L1068334
L102389	L102389-45E61D5E-AFE1-4959-BFA9-F3BD783765A2	lemma/126878	L1068335
L102391	L102391-543DE98C-75E6-4B86-A093-77E1B662C7C6	lemma/126880	L1068337
L102393	L102393-D03010BE-4468-4F5C-B682-96090AE137C8	hypolemma/43313	L285846
L102394	L102394-530DC48F-D676-44B1-B15B-764F4395234F	lemma/126910	L285847
L102395	L102395-897EC62E-1312-4789-AEBA-994A6EC5D581	lemma/126911	L285848
L102396	L102396-05063936-F18C-4F8B-A2C9-D2F7F6DEFB13	lemma/126913	L1068367
L102397	L102397-BB124BEF-C5DB-43E1-827D-C81A648CA210	lemma/126915	L285849
L102398	L102398-3713E2F2-1236-42FB-9C1E-F4C34B99F629	hypolemma/43334	L285852
L102399	L102399-AD03B9AC-35E2-4D89-86BD-2214CF1E793F	lemma/126925	L285853
L102400	L102400-667ADB36-38CC-4D87-83B8-50092FEE5A18	lemma/126938	L285854
L102401	L102401-7CF040E7-9838-400B-A892-F9CC34795F43	lemma/126941	L285855
L102404	L102404-808C946E-3FFD-478E-993D-46E4BAE02418	lemma/126953	L1068413
L102405	L102405-16B990DC-7A97-4635-A581-C4F4238518EC	lemma/126955	L285856
L102406	L102406-51C90586-DC05-4F6E-938D-0B5D36D4E343	lemma/126956	L285857
L102407	L102407-F4108DA5-343E-455F-BF69-EF5D516F0F93	lemma/126961	L285860
L102408	L102408-CDC718ED-95F9-44E6-A564-72C244DF2D55	lemma/126958	L285858
L102409	L102409-5B4D7B41-600F-4FA3-964A-53D7E68C2B35	lemma/126961	L285860
L102410	L102410-73EC353B-F583-4749-8D44-A40FDE3B069B	lemma/126963	L1068418
L102411	L102411-FF2E5701-D7C0-4B1E-B1FE-437CAAF24554	lemma/126965	L285862
L102412	L102412-A66F8B5D-F87B-41C0-A709-DF1319A64B96	lemma/126967	L1068420
L102413	L102413-8085A407-76EC-4CA8-AE30-4B2F0180B789	lemma/126998	L1068445
L102415	L102415-B9559260-303D-47D9-85D5-BF489613C765	lemma/126976	L285868
L102416	L102416-0F2E9BDE-2687-4E27-AED6-1CE72804358D	lemma/126979	L285869
L102417	L102417-652AADBA-96E1-492D-804C-B72D4D1A8DF3	lemma/126980	L285870
L102418	L102418-F689E4D2-7B57-425C-80BF-3880F7A5F5A6	lemma/142117	L285871
L102419	L102419-1E2E9E23-40E2-42FF-AA6B-5C776EABDC3F	lemma/126987	L38184
L102420	L102420-6D789C81-3C30-4A57-891A-ED057392D0CB	lemma/127495	L285873
L102421	L102421-5617451C-192E-4CFF-9BDC-1FE3CA88D8DE	lemma/126991	L285874
L102422	L102422-095F1CC6-D2C8-4179-9D3E-6F87F3DB98F0	lemma/126991	L285874
L102423	L102423-758955C3-7453-4133-AEBD-6A90B8743087	lemma/126995	L285875
L102424	L102424-BC6E7480-2757-43CD-8480-EDBCE3F4A15F	lemma/126996	L285876
L102425	L102425-26B69A8B-E202-4C6D-B5D3-5968B4872062	lemma/127002	L285877
L102426	L102426-42EFDA1C-89F9-48F4-A1C0-D2E9C16D44F7	lemma/127003	L285878
L102427	L102427-3C28976C-5B93-4328-9E9B-0C3FDF6020D2	lemma/126271	L1067853
L102429	L102429-DCF53FA0-C694-4BBB-8602-258EB3B7267D	lemma/127010	L1068451
L102430	L102430-273FABB8-CC0E-4E4D-8A78-5E0EF4D11B04	lemma/127011	L285883
L102432	L102432-86554898-2E60-48D2-9DF7-F125C559E606	lemma/127016	L1068455
L102433	L102433-BCF04191-E052-4284-B3D0-A9CA2E3A5E69	lemma/127018	L285887
L102434	L102434-1F648AAF-9692-418F-9F3B-2F0DC1E9CA08	lemma/127021	L285888
L102435	L102435-47E1B1A4-8679-4AFE-AE36-78F624FE4CA6	lemma/127028	L285889
L102436	L102436-CAD2708F-BE2A-4DCF-8056-CAD98E824A20	lemma/127029	L285890
L102437	L102437-5BD5B525-2F68-4C3E-ADBA-C41263D2BF1D	lemma/127030	L285891
L102438	L102438-FC25DF36-0B14-4ACA-A432-B9356B657076	lemma/138626	L285893
L102439	L102439-0BC695EF-765A-4280-9FCE-36F2A6569CC7	lemma/127034	L285894
L102440	L102440-1FD5938E-0103-4674-9FA2-0F96CE2D811E	hypolemma/43496	L285895
L102441	L102441-D7E9F6A5-C626-4C22-B677-1C47693570A4	lemma/127036	L285896
L102442	L102442-1D073AE1-DEFF-450A-9D8F-C9C9D8DDD046	lemma/127037	L285897
