testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2066	... ,	nola	amaren animean ezpata sartuco da ? eta amarena ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2080	... ,	nola	herituco deu semearena ? Cergatic bien animac aiñ ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3015	... cera alaco amagandic jaio izateaz ? Eztaquit ,	nola	dedan hitz oec esateco biotzic : eztigot hizcunde ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3400	... dabiltza bada , edo non ondatu dira ?	nola	eztaude Virgiñarequin gurutzearen ondoan ? eta besteac lagun ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3556	... zaituco nau ni ? Bearrenac igues diazquit ,	nola	etorrico zaizquit besteac ? ceregandu dituzunac , eztira ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3615	... izango da , ta aiñ damugarri Virgiñarentzat ,	nola	esan ditugun dolore guztiac . Baña bildur naiz ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	398	... guertatu citzayon San Agustiñ-en arguiari ; ta ara	nola	. Batayatu artean guizon gucioc ez oi guera ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	484	... bota cituena . Eta orra , oso oso	nola	dan San Agustiñ , lembizico mundu onen arguia ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#8	545	... illumberic ; aiñ zirudien ta zan arguia ,	nola	dan egunic arguiena . Argatic eroceñec , San ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#8	605	... Cergatic ece ,	nola	dan aren illuna , alaśe izango da argui ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1094	... arguia ; etzayo betaz beta beguiratu bear .	Nola	gure Jaungoicoa argui utsa dan , eta eciñ ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1105	... , eta eciñ beguiz icusi dana ; eta	nola	bici dan iñor ere argana igo eciñ ditequean ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1836	... gueyago bear zan becela amatzeco . Orra bada	nola	, Agustin-en arguia dan ona , eta andia ...
nola	nola	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1844	... dan ona , eta andia ; baña orra	nola	, aren ontasuna eta santidadea dan andiagoa eta ...
nolaco	nolako	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	199	... escuetan deuala ; icusi daguigun Adanen humeac ,	nolaco	Justicia eguiten dan , ez pecatarietan , bai ...
nolaco	nolako	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1003	... cembat damu artu cenduan aren eriotzean ? baña	nolaco	semea ? Christo Jesus , ama gucietatic jaio ...
nolaco	nolako	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1031	... , guciaquicoa , ta ceru gucien miraria .	Nolaco	amodioa beraz izango cion bere amac onelaco seme ...
nolaco	nolako	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#11	1633	... ( Matth.2.18 . ) .	Nolaco	damu ta naigabeac izango cituan beraz gueure Ama ...
nolaco	nolako	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3129	... ô	nolaco	ordaña ematen zacan Virgiñari , dio santuac ! ...
nolacoa	nolakoa	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1449	... ? Ay neure semea , ta jabea ,	nolacoa	zaduzcaten guizonac , ta emacumeac ? Cer eguin ...
nolacoa	nolakoa	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1489	... aundia ? Ô emen ceraten aingueruac , beguira	nolacoa	dagoan zeuen criatzallea : aita eternoa , ona ...
nolacoa	nolakoa	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	270	... Eta arc cer argui dan ,	nolacoa	dan , nondic edo nongoa degun argui au ...
nolacoa	nolakoa	nola	https://monumenta.wikibase.cloud/wiki/Lexeme:L58079	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1327	... Aditu dezute	nolacoa	eta ceiñ andia dan San Agustiñ-en arguia . ...
nombait	nonbait	nonbait	https://monumenta.wikibase.cloud/wiki/Lexeme:L58109	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2436	...  	Nombait	ala bearco cenduen ama penatua , ez bestetan ...
nombaitetic	nonbaitetik	nonbait	https://monumenta.wikibase.cloud/wiki/Lexeme:L58109	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2285	... , edo gozatzen ei da , consueloren bat	nombaitetic	artzen danean . Bada Virgiñaren doloreac consueloric iñondican ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	218	... beré buruz beteá , ta üanditua dágo ,	non	dirudién , iñor ere eztaucalá ecertán , naiz ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	398	... eta esanarí élaquio zábuan ibilli bágue . Oná	non	dituán Euscárazco hitzac naroró : naibadéc , oa ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	426	... ? nora joan da zeure arpeguico edertasuna ?	non	ezcutatu da zeure colorearen naste churigorri preciatu hura ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	472	... . Eta badacust , utseguin ceueela . Ezperen	non	cerate esquer gaistoco izarrac ? Oi eta atera ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	489	... , Señora oni beardanezco coroe bat eguiteco !	Non	cera , Cinthia , illargui aldagarria ? Oi ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	501	... Oi eta albanegui oñazpicotzat ezarri aren oñazpietan !	Non	ote zabiltza oraingoan bederic ezaguera bagueco eguzqui itsua ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	538	... Eta Ama maitea , atozea ,	non	da zeure aurra , Jaungoicoa dan hume chucun ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	557	... , eztezu alboan , ez beguien aurrean .	Non	da zeure seme bacarra ? non zeure argui ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	562	... aurrean . Non da zeure seme bacarra ?	non	zeure argui , zeure asnase , zeure bicia ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2099	... , ta charidadeaz aiñ daude bat eguinic ,	non	ecin semearen anima uqui daguiquean ezpatac , amarena ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3086	... cegocala , ta argan gueroi gucioi , orra	non	dezun zeure semea , zuzas contu iduqui ta ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3393	... amabi Apostolu santuac ? ala da eguia .	Non	dabiltza bada , edo non ondatu dira ? ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3397	... da eguia . Non dabiltza bada , edo	non	ondatu dira ? nola eztaude Virgiñarequin gurutzearen ondoan ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3423	... , beretzat beregandu cituan amabi anay santuac ?	Non	dabiltza ? non ibillico dira ? batac saldu ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3425	... cituan amabi anay santuac ? Non dabiltza ?	non	ibillico dira ? batac saldu , ta besteac ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3577	... contu besteac eguingo deue nizaz ? ta orra	non	Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3771	... modu gaistoz Abner ceritzan bati : ta ara	non	bereala Israel gucian eleac ta beleac banatu ciran ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4219	... ceiñ itsusqui cein gauza chiquiacgatic ? oi eta	non	da gueure lotsea ? ô gueu Adanen ondorengoen ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#6	376	... jo zuen bere etsai illun ichusi hura ,	non	seculaco beregandic igues eraguin cion , eta orrequin ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	806	... aiñ eraguille , alaco jaquiundearen errañu gozoaquin ;	non	, eguzquiac ifar-lausoa beziñ erraś banatu eta deseguin ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1573	... aiñ dira gozo , indartsu , portiz ;	non	Jangoicoari berari eguiten dioten beguizco santu bat , ...
non	non	non	https://monumenta.wikibase.cloud/wiki/Lexeme:L58106	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1814	... contentu bere bat bacarric zuen biotzarequin amatzeaz ;	non	paqueric izan etzuen , Jaincoari bere viotza ostu ...
nondic	nondik	nondik	https://monumenta.wikibase.cloud/wiki/Lexeme:L58121	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#2	120	... Ero , garbi , buztan , latz ,	Nondic	, hiri , ciquiñ , orrí , Becaitz ...
nondic	nondik	nondik	https://monumenta.wikibase.cloud/wiki/Lexeme:L58121	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	272	... arc cer argui dan , nolacoa dan ,	nondic	edo nongoa degun argui au ...
nongoa	nongoa	nongo	https://monumenta.wikibase.cloud/wiki/Lexeme:L58125	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	274	... argui dan , nolacoa dan , nondic edo	nongoa	degun argui au ...
nor	nor	nor	https://monumenta.wikibase.cloud/wiki/Lexeme:L58140	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#11	1706	... ceuan gurutzean , ta guero bere besoetan ,	nor	, edo nola icusi ote ceuan ? Pensaezazue ...
nora	nora	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	420	... ? Cer eguin da zeure beguien gozoa ?	nora	joan da zeure arpeguico edertasuna ? non ezcutatu ...
nora	nora	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	643	... graciac ezpadit laguntzen : ta eztet hura billatzeco	nora	nere burua irauli . Belaunico Virgiñaren oñetan jarrico ...
nora	nora	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1337	... bada hitzic , asnaseric , bicirican bague ?	Nora	zaca bere záiñetaco odola ? Lurrean , baratza ...
norbaitec	norbaitek	norbait	https://monumenta.wikibase.cloud/wiki/Lexeme:L58171	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	267	... Cer da au , esango dit	norbaitec	, Virgiña orrec icenic ezteu , beiñ bederic ...
norbaitec	norbaitek	norbait	https://monumenta.wikibase.cloud/wiki/Lexeme:L58171	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2724	... dolore gucien artean . Cer bada esango dit	norbaitec	? ausaz Virgiña quejatu zan iñoiz ere passioco ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	606	... alaco negar tantaz beté ta üanditu ciñatenac !	norc	emango liquet zuetatic bat , nere ezpañac uquitzeco ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	986	... . Bada , ô Virgiña guciz santea ,	norc	esango digu , cembat nai izandu cinion zeure ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2118	... . Orain bada	norc	daqui ceiñ aundiac ciran semearen tormentuac ? ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2827	... batbederic , zeure ama gozatzeco ta consolatzeco :	norc	nizaz contu iduquico deu , eta zeu il ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2836	... iduquico deu , eta zeu il ezquero ,	norc	ni zaituco nau ? Cer da hori , ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3063	...  	Norc	nizaz contu iduquico deu ? esan cion Virgiñac ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3238	... , hura damuturic icusi ta damutzen diranac ?	Norc	nizaz contu eguingo deu , cigon Virgiñac ? ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3544	... . Berriz ere esango lioque amac semeari ,	norc	nizas contu iduquico deu , norc zaituco nau ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3549	... semeari , norc nizas contu iduquico deu ,	norc	zaituco nau ni ? Bearrenac igues diazquit , ...
norc	nork	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4450	... leyal , beticoac . Eztezu cer itandu gueiago	norc	zaituco zaituen ; gueuc amodio aundiarequin , gueuc ...
norgana	norgana	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	734	... , edo norganaco naiz ? Badaquit guero ere	norgana	: doloreen Amari eguin bear digot , ez ...
norganaco	norganako	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	729	... da . Cer eguingo det bada , edo	norganaco	naiz ? Badaquit guero ere norgana : doloreen ...
nori	nori	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1078	...  	Nori	baña eman bear dio batalla au Virgiñaren amodioac ...
nori	nori	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1087	... eman bear dio batalla au Virgiñaren amodioac ?	Nori	? beste edoceiñ neurtu , ta aldera nai ...
norí	nori	nora	https://monumenta.wikibase.cloud/wiki/Lexeme:L58141	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	186	... Uste deu guré urliac ( aditzen názue ,	norí	nagocán , beguíra , ez ni salatu ) ...
nos	nos	nos	https://monumenta.wikibase.cloud/wiki/Lexeme:L58238	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4471	... , ta guero ceruan gloriaz . Ad quam	nos	perducat eu ...
nuque	nuke	nuka	https://monumenta.wikibase.cloud/wiki/Lexeme:L58287	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3588	... Ez	nuque	nai , iñor ajola , ta ardura bague ...
nuque	nuke	nuka	https://monumenta.wikibase.cloud/wiki/Lexeme:L58287	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#6	346	... Esango	nuque	nic , lembici artan illuna eta arguia alcar ...
náspillatic	naspilatik	nasa	https://monumenta.wikibase.cloud/wiki/Lexeme:L57379	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	465	... ta isúri cituen áyetatic , ez beste hizcúndeen	náspillatic	sortuá . Euscâra dec Espáñian lénengo sartu zana ...
názue	nazue	naza	https://monumenta.wikibase.cloud/wiki/Lexeme:L57484	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	185	... Uste deu guré urliac ( aditzen	názue	, norí nagocán , beguíra , ez ni ...
núque	nuke	nuka	https://monumenta.wikibase.cloud/wiki/Lexeme:L58287	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	276	... irúrazayac . Ondò balegóquit , nic astin dúco	núque	, nic beeratúco nioque bere andíustea , ta ...
oa	oa	ho	https://monumenta.wikibase.cloud/wiki/Lexeme:L58433	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	404	... non dituán Euscárazco hitzac naroró : naibadéc ,	oa	, ta egúzquia sortzen dan aldetic eracáre nai ...
obeagoa	obeagoa	hobe	https://monumenta.wikibase.cloud/wiki/Lexeme:L58602	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1852	... , aren ontasuna eta santidadea dan andiagoa eta	obeagoa	 ...
obeagoric	obeagorik	hobe	https://monumenta.wikibase.cloud/wiki/Lexeme:L58602	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1781	... , arteraño munduan aditu etciranac ; ez eta	obeagoric	adituco ere , viziago , gozoago , eta ...
obeditzeagatic	obeditzeagatik	obeditze	https://monumenta.wikibase.cloud/wiki/Lexeme:L58625	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1504	... semea illic , edo alde aldean , zeuri	obeditzeagatic	. Guizonac , burnizcoac ezpacerate , emacumeac , ...
obeto	obeto	hobeto	https://monumenta.wikibase.cloud/wiki/Lexeme:L58700	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	215	... , eta eusqueraz	obeto	arguia utsic ...
obian	obian	hobi	https://monumenta.wikibase.cloud/wiki/Lexeme:L58707	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3870	... : ta	obian	gorputza sártzeracoan , adiaca ta deadarrez asi ta ...
obligacioz	obligazioz	obligazio	https://monumenta.wikibase.cloud/wiki/Lexeme:L58753	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2646	... negar , naizanean gucien artean aundiena , alaco	obligacioz	, aimbeste eguin diauztan ontasunez , ofenditu dedanean ...
odeyac	odeiak	hodei	https://monumenta.wikibase.cloud/wiki/Lexeme:L58818	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	452	... Orducoac dira San Agustiñ- en	odeyac	, gereizeac , utseguiñac , argui guztietatic argui ...
odeyatu	odeiatu	odeiatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L58820	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	468	... Ez iñoiz illundu , ez	odeyatu	, ez ecliptsez ezcutatu dana ; bai beragandic ...
odol	odol	odol	https://monumenta.wikibase.cloud/wiki/Lexeme:L58858	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	2004	... . Chitez naico det iltzea , ta nere	odol	guztia isurtzea , zeu orrela ez icusteagatic . ...
odola	odola	odol	https://monumenta.wikibase.cloud/wiki/Lexeme:L58858	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1341	... , bicirican bague ? Nora zaca bere záiñetaco	odola	? Lurrean , baratza , cale , bide ...
odola	odola	odol	https://monumenta.wikibase.cloud/wiki/Lexeme:L58858	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2692	... daguion negar neure biotz oni , ta are	odola	salterazo daguion ugari ...
odola	odola	odol	https://monumenta.wikibase.cloud/wiki/Lexeme:L58858	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2777	... , urrago joan ta assi citzacala bere ,	odola	cerioten oiñ santuac , muñeguiten , eta esan ...
odolagatic	odolagatik	odolaga	https://monumenta.wikibase.cloud/wiki/Lexeme:L58859	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4159	... arren , neure christau onac , ez Christoren	odolagatic	, ez Ama Virgiñaren doloreacgatic ...
odoluritu	odoluritu	odoluritu	https://monumenta.wikibase.cloud/wiki/Lexeme:L58932	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2214	... : masallecoac eritu ceuen semearen aurpeguia , ta	odoluritu	amaren biotza : aranzac zulatu ceuen semearen burua ...
oec	oek	hoek	https://monumenta.wikibase.cloud/wiki/Lexeme:L58951	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1200	... gañean Jaungoico baten ama izatea . Orain bada	oec	cecusala beregan Virgiñac , ta zor ciozcala bere ...
oec	oek	hoek	https://monumenta.wikibase.cloud/wiki/Lexeme:L58951	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2148	... ) eracarri dituzu nere gañera : bada baga	oec	gucioc limuritu ta jauci ciran semearen gorputzetic amaren ...
oec	oek	hoek	https://monumenta.wikibase.cloud/wiki/Lexeme:L58951	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2814	... nere Jauna ta Jaungoicoa ? cer pena dira	oec	, nere semea ? esan eguidazu cerbait , ...
oec	oek	hoek	https://monumenta.wikibase.cloud/wiki/Lexeme:L58951	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3018	... jaio izateaz ? Eztaquit , nola dedan hitz	oec	esateco biotzic : eztigot hizcunde oni jarraitu nai ...
oec	oek	hoek	https://monumenta.wikibase.cloud/wiki/Lexeme:L58951	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3175	... Etzioen bada hitz	oec	consueloric eman Virgiñari , ez eguiaqui San Juanen ...
oec	oek	hoek	https://monumenta.wikibase.cloud/wiki/Lexeme:L58951	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3326	... , beren hizqueta lizun liquitsaquin ? Cein dira	oec	, ta aec ? Eztaquit nic : eztaquiola ...
oec	oek	hoek	https://monumenta.wikibase.cloud/wiki/Lexeme:L58951	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4003	... munduan , il deueela zuen pecatuacgatic , eztira	oec	edo- ceiñ moduzco esamesanac . Ala dioe ceruan ...
oen	oen	ho	https://monumenta.wikibase.cloud/wiki/Lexeme:L58433	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3898	... . Eta	oen	gucien ondoren cer icusi ta suertatu zan ? ...
oequin	oekin	hoek	https://monumenta.wikibase.cloud/wiki/Lexeme:L58951	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3099	... ta zaituco zaituena . Vsteco dezue , hitz	oequin	gozatu zala Virgiña cerbait ? ez bada , ...
oetatic	oetatik	oeta	https://monumenta.wikibase.cloud/wiki/Lexeme:L58970	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	974	... amatzen dituzte gueiago . Baña pauso ber ber	oetatic	negar eguiten deue‚ alaco semeac iltzen zaistenean . ...
ofenditu	ofenditu	ofenditu	https://monumenta.wikibase.cloud/wiki/Lexeme:L58988	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1475	... , cer calte eguin diezu guizonai ? Certan	ofenditu	dituzu ? Cergatic dizute gorrotó , ta etsaigo ...
ofenditu	ofenditu	ofenditu	https://monumenta.wikibase.cloud/wiki/Lexeme:L58988	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2651	... alaco obligacioz , aimbeste eguin diauztan ontasunez ,	ofenditu	dedanean neure Jaungoicoa aiñ maiz , ta aiñ ...
ofenditu	ofenditu	ofenditu	https://monumenta.wikibase.cloud/wiki/Lexeme:L58988	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4345	... pecatarien ama . Gaizqui bicitu guera , Jaincoa	ofenditu	degu , aren legue santea autsi degu maiz ...
ofrecitu	ofrezitu	ofrezitu	https://monumenta.wikibase.cloud/wiki/Lexeme:L59023	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#11	1693	... , ta banaturic Jaungoico biciaren altarea , ceñean	ofrecitu	zan holocaustoric onena , ta santuena . Icusi ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	21	... Ceruco amabi signoetatic iraillean , gauden ill onetan	oi	degu Libra , edo balanza deritzan izar pilla ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	443	... nola dago aiñ itsusqui ubelduric ? Oraindaño esan	oi	cideen , zeu ciñala araco ceruan beiñ batean ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	477	... . Ezperen non cerate esquer gaistoco izarrac ?	Oi	eta atera albaneguiz beren lecutic , Señora oni ...
